REF_DATE,GEO,DGUID,Classification_of_Instructional_Program_(CIP),Population_characteristics,Employment,Role,avg_hours_class_teaching,avg_hours_other_teaching,avg_hours_research,avg_hours_administrative,avg_hours_total
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Not a visible minority [2],More than one job or business,"Contract, college professor, instructor, teacher, or researcher",8.6,7.8,1.2,1.5,40
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Not a visible minority [2],More than one job or business,"Contract, university professor, instructor, teacher, or researcher",4.7,6.2,4.5,1.7,41
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Not a visible minority [2],More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",11.8,13.2,1.8,5.1,44
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Not a visible minority [2],More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",4.3,7.9,8.5,6.7,47
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Not a visible minority [2],More than one job or business,"Role, total",6.6,8.1,4.5,3.6,43
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Not a visible minority [2],More than one job or business,"University professor, instructor, teacher, or researcher",4.5,6.9,6.3,3.9,44
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Not a visible minority [2],Only job,"College professor, instructor, teacher, or researcher",13.6,15.7,2.5,4.6,36
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Not a visible minority [2],Only job,"Contract, college professor, instructor, teacher, or researcher",12.1,12.2,2.9,2.6,30
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Not a visible minority [2],Only job,"Contract, university professor, instructor, teacher, or researcher",6,10.6,12.5,3.1,32
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Not a visible minority [2],Only job,"Permanent, college professor, instructor, teacher, or researcher",14.2,17.1,2.3,5.3,39
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Not a visible minority [2],Only job,"Permanent, university professor, instructor, teacher, or researcher",6.3,12.7,16.7,9.8,45
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Not a visible minority [2],Only job,"Role, total",9.1,13.6,10.4,6.7,40
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Not a visible minority [2],Only job,"University professor, instructor, teacher, or researcher",6.2,12.2,15.6,8.1,42
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",More than one job or business,"College professor, instructor, teacher, or researcher",9.7,9.5,1.6,2.9,42
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",More than one job or business,"Contract, college professor, instructor, teacher, or researcher",8.3,7.5,1.3,1.6,40
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",More than one job or business,"Contract, university professor, instructor, teacher, or researcher",4.7,6.1,4.7,1.6,41
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",11.8,12.8,2,5,44
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",4.4,8,8.9,6.5,47
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",More than one job or business,"Role, total",6.5,7.9,4.6,3.5,43
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",More than one job or business,"University professor, instructor, teacher, or researcher",4.5,6.9,6.5,3.8,44
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",Only job,"College professor, instructor, teacher, or researcher",13.5,15.5,2.8,4.5,36
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",Only job,"Contract, college professor, instructor, teacher, or researcher",12,12.2,3.2,2.6,30
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",Only job,"Contract, university professor, instructor, teacher, or researcher",5.4,9.5,15.2,3.1,33
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",Only job,"Permanent, college professor, instructor, teacher, or researcher",14.1,17,2.6,5.3,39
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",Only job,"Permanent, university professor, instructor, teacher, or researcher",6.2,12.4,17.3,9.5,45
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",Only job,"Role, total",8.7,13.1,11.6,6.6,40
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",Only job,"University professor, instructor, teacher, or researcher",6,11.6,16.7,7.7,42
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],More than one job or business,"College professor, instructor, teacher, or researcher",7.9,6.9,2,2.2,41
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],More than one job or business,"Contract, college professor, instructor, teacher, or researcher",6.9,6.2,1.7,1.8,40
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],More than one job or business,"Contract, university professor, instructor, teacher, or researcher",4.7,5.8,5.4,1.6,41
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",10.7,9,3,3.5,43
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",4.7,8.2,11,5.8,47
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],More than one job or business,"Role, total",5.9,6.8,5.4,2.8,42
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],More than one job or business,"University professor, instructor, teacher, or researcher",4.7,6.7,7.6,3.2,43
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],Only job,"College professor, instructor, teacher, or researcher",12.5,14.3,5,4.2,36
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],Only job,"Contract, college professor, instructor, teacher, or researcher",11.6,12,5,2.9,31
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],Only job,"Contract, university professor, instructor, teacher, or researcher",4.1,6.6,22,3.2,36
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],Only job,"Permanent, college professor, instructor, teacher, or researcher",13,15.7,5.1,5.1,39
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],Only job,"Permanent, university professor, instructor, teacher, or researcher",5.8,11.3,20,8,45
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],Only job,"Role, total",7,10.8,16.9,5.8,40
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],Only job,"University professor, instructor, teacher, or researcher",5.2,9.6,21,6.4,42
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",More than one job or business,"College professor, instructor, teacher, or researcher",9.7,9.5,1.6,2.9,42
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",More than one job or business,"Contract, college professor, instructor, teacher, or researcher",8.3,7.5,1.3,1.6,40
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",More than one job or business,"Contract, university professor, instructor, teacher, or researcher",4.7,6.1,4.7,1.6,41
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",11.8,12.8,2,5,44
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",4.4,8,8.9,6.5,47
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",More than one job or business,"Role, total",6.5,7.9,4.6,3.5,43
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",More than one job or business,"University professor, instructor, teacher, or researcher",4.5,6.9,6.5,3.8,44
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",Only job,"College professor, instructor, teacher, or researcher",13.5,15.5,2.8,4.5,36
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",Only job,"Contract, college professor, instructor, teacher, or researcher",12,12.2,3.2,2.6,30
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",Only job,"Contract, university professor, instructor, teacher, or researcher",5.4,9.5,15.2,3.1,33
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",Only job,"Permanent, college professor, instructor, teacher, or researcher",14.1,17,2.6,5.3,39
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",Only job,"Permanent, university professor, instructor, teacher, or researcher",6.2,12.4,17.3,9.5,45
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",Only job,"Role, total",8.7,13.1,11.6,6.6,40
2019,Canada,2016A000011124,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",Only job,"University professor, instructor, teacher, or researcher",6,11.6,16.7,7.7,42
2019,Ontario,2016A000235,BHASE [b],Female gender [F],More than one job or business,"College professor, instructor, teacher, or researcher",7.3,8.7,1.1,2.2,41
2019,Ontario,2016A000235,BHASE [b],Female gender [F],More than one job or business,"Contract, college professor, instructor, teacher, or researcher",6.7,7.8,0.8,0.9,41
2019,Ontario,2016A000235,BHASE [b],Female gender [F],More than one job or business,"Contract, university professor, instructor, teacher, or researcher",4.6,5.9,4.2,0.9,37
2019,Ontario,2016A000235,BHASE [b],Female gender [F],More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",9.7,11.9,2,7.1,42
2019,Ontario,2016A000235,BHASE [b],Female gender [F],More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",3.2,5.1,6.8,7,44
2019,Ontario,2016A000235,BHASE [b],Female gender [F],More than one job or business,"Role, total",5.6,7,3.3,2.8,40
2019,Ontario,2016A000235,BHASE [b],Female gender [F],More than one job or business,"University professor, instructor, teacher, or researcher",4.1,5.6,5.2,3.3,40
2019,Ontario,2016A000235,BHASE [b],Female gender [F],Only job,"College professor, instructor, teacher, or researcher",10.1,17.1,3.5,5.3,36
2019,Ontario,2016A000235,BHASE [b],Female gender [F],Only job,"Contract, college professor, instructor, teacher, or researcher",9.1,12.4,4.1,2.3,28
2019,Ontario,2016A000235,BHASE [b],Female gender [F],Only job,"Contract, university professor, instructor, teacher, or researcher",7.5,12.1,7.5,2.5,30
2019,Ontario,2016A000235,BHASE [b],Female gender [F],Only job,"Permanent, college professor, instructor, teacher, or researcher",11,21,3.1,7.5,43
2019,Ontario,2016A000235,BHASE [b],Female gender [F],Only job,"Permanent, university professor, instructor, teacher, or researcher",5.7,14.3,16.1,9.3,45
2019,Ontario,2016A000235,BHASE [b],Female gender [F],Only job,"Role, total",7.7,15,9.7,6.5,39
2019,Ontario,2016A000235,BHASE [b],Female gender [F],Only job,"University professor, instructor, teacher, or researcher",6.3,13.6,13.5,7.3,41
2019,Ontario,2016A000235,BHASE [b],Gender diverse [D],More than one job or business,"College professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Ontario,2016A000235,BHASE [b],Gender diverse [D],More than one job or business,"Contract, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Ontario,2016A000235,BHASE [b],Gender diverse [D],More than one job or business,"Contract, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Ontario,2016A000235,BHASE [b],Gender diverse [D],More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Ontario,2016A000235,BHASE [b],Gender diverse [D],More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Ontario,2016A000235,BHASE [b],Gender diverse [D],More than one job or business,"Role, total",14.2,13.9,1.5,1.1,40
2019,Ontario,2016A000235,BHASE [b],Gender diverse [D],More than one job or business,"University professor, instructor, teacher, or researcher",3,10.4,3.4,2.7,48
2019,Ontario,2016A000235,BHASE [b],Gender diverse [D],Only job,"College professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Ontario,2016A000235,BHASE [b],Gender diverse [D],Only job,"Contract, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Ontario,2016A000235,BHASE [b],Gender diverse [D],Only job,"Contract, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Ontario,2016A000235,BHASE [b],Gender diverse [D],Only job,"Permanent, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Ontario,2016A000235,BHASE [b],Gender diverse [D],Only job,"Permanent, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Ontario,2016A000235,BHASE [b],Gender diverse [D],Only job,"Role, total",6.3,11.4,17.3,6.5,42
2019,Ontario,2016A000235,BHASE [b],Gender diverse [D],Only job,"University professor, instructor, teacher, or researcher",5.4,10,21,4.8,41
2019,Ontario,2016A000235,BHASE [b],"Gender, total",More than one job or business,"College professor, instructor, teacher, or researcher",8.4,8.4,1.1,2.3,42
2019,Ontario,2016A000235,BHASE [b],"Gender, total",More than one job or business,"Contract, college professor, instructor, teacher, or researcher",7.5,6.9,0.9,1.2,41
2019,Ontario,2016A000235,BHASE [b],"Gender, total",More than one job or business,"Contract, university professor, instructor, teacher, or researcher",4.9,6.1,3.4,1.3,41
2019,Ontario,2016A000235,BHASE [b],"Gender, total",More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",11.1,13.4,1.8,5.6,45
2019,Ontario,2016A000235,BHASE [b],"Gender, total",More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",3.4,6.9,8.8,6.1,46
2019,Ontario,2016A000235,BHASE [b],"Gender, total",More than one job or business,"Role, total",6.3,7.4,3.4,2.7,42
2019,Ontario,2016A000235,BHASE [b],"Gender, total",More than one job or business,"University professor, instructor, teacher, or researcher",4.4,6.4,5.5,3.1,43
2019,Ontario,2016A000235,BHASE [b],"Gender, total",Only job,"College professor, instructor, teacher, or researcher",11,16.2,3,4.7,35
2019,Ontario,2016A000235,BHASE [b],"Gender, total",Only job,"Contract, college professor, instructor, teacher, or researcher",9.2,11,3.4,1.8,25
2019,Ontario,2016A000235,BHASE [b],"Gender, total",Only job,"Contract, university professor, instructor, teacher, or researcher",7.9,11,7.7,3.2,30
2019,Ontario,2016A000235,BHASE [b],"Gender, total",Only job,"Permanent, college professor, instructor, teacher, or researcher",12.4,20,2.7,6.7,42
2019,Ontario,2016A000235,BHASE [b],"Gender, total",Only job,"Permanent, university professor, instructor, teacher, or researcher",5.9,13.1,16.2,9.3,45
2019,Ontario,2016A000235,BHASE [b],"Gender, total",Only job,"Role, total",8.2,13.9,9.6,6.5,38
2019,Ontario,2016A000235,BHASE [b],"Gender, total",Only job,"University professor, instructor, teacher, or researcher",6.5,12.5,13.8,7.6,40
2019,Ontario,2016A000235,BHASE [b],Has a self-reported disability,More than one job or business,"College professor, instructor, teacher, or researcher",8.4,8.5,2.1,2,45
2019,Ontario,2016A000235,BHASE [b],Has a self-reported disability,More than one job or business,"Contract, college professor, instructor, teacher, or researcher",7.1,6.6,2.1,1.1,43
2019,Ontario,2016A000235,BHASE [b],Has a self-reported disability,More than one job or business,"Contract, university professor, instructor, teacher, or researcher",2.8,9.8,4.1,3.5,46
2019,Ontario,2016A000235,BHASE [b],Has a self-reported disability,More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",11.9,13.8,2.2,4.2,50
2019,Ontario,2016A000235,BHASE [b],Has a self-reported disability,More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",2.5,5.5,7.3,5.7,35
2019,Ontario,2016A000235,BHASE [b],Has a self-reported disability,More than one job or business,"Role, total",5.6,8.4,3.7,3.1,44
2019,Ontario,2016A000235,BHASE [b],Has a self-reported disability,More than one job or business,"University professor, instructor, teacher, or researcher",2.7,8.2,5.3,4.3,42
2019,Ontario,2016A000235,BHASE [b],Has a self-reported disability,Only job,"College professor, instructor, teacher, or researcher",10.4,19.2,3,4.6,37
2019,Ontario,2016A000235,BHASE [b],Has a self-reported disability,Only job,"Contract, college professor, instructor, teacher, or researcher",9.2,13.8,4.6,2,30
2019,Ontario,2016A000235,BHASE [b],Has a self-reported disability,Only job,"Contract, university professor, instructor, teacher, or researcher",8.7,13.5,6.4,4.1,33
2019,Ontario,2016A000235,BHASE [b],Has a self-reported disability,Only job,"Permanent, college professor, instructor, teacher, or researcher",11.9,24,2,4.8,43
2019,Ontario,2016A000235,BHASE [b],Has a self-reported disability,Only job,"Permanent, university professor, instructor, teacher, or researcher",4.8,11.9,16.4,8.5,42
2019,Ontario,2016A000235,BHASE [b],Has a self-reported disability,Only job,"Role, total",7.8,15.3,9,6.1,38
2019,Ontario,2016A000235,BHASE [b],Has a self-reported disability,Only job,"University professor, instructor, teacher, or researcher",6,12.4,13.5,7.2,39
2019,Ontario,2016A000235,BHASE [b],Has no self-reported disability,More than one job or business,"College professor, instructor, teacher, or researcher",8.4,8.4,1,2.3,42
2019,Ontario,2016A000235,BHASE [b],Has no self-reported disability,More than one job or business,"Contract, college professor, instructor, teacher, or researcher",7.6,7,0.8,1.2,41
2019,Ontario,2016A000235,BHASE [b],Has no self-reported disability,More than one job or business,"Contract, university professor, instructor, teacher, or researcher",5.2,5.8,3.4,1.1,40
2019,Ontario,2016A000235,BHASE [b],Has no self-reported disability,More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",11,13.4,1.7,5.8,45
2019,Ontario,2016A000235,BHASE [b],Has no self-reported disability,More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",3.5,7.1,8.9,6.2,47
2019,Ontario,2016A000235,BHASE [b],Has no self-reported disability,More than one job or business,"Role, total",6.3,7.3,3.4,2.7,42
2019,Ontario,2016A000235,BHASE [b],Has no self-reported disability,More than one job or business,"University professor, instructor, teacher, or researcher",4.6,6.3,5.5,3,43
2019,Ontario,2016A000235,BHASE [b],Has no self-reported disability,Only job,"College professor, instructor, teacher, or researcher",11.1,15.8,3,4.7,35
2019,Ontario,2016A000235,BHASE [b],Has no self-reported disability,Only job,"Contract, college professor, instructor, teacher, or researcher",9.2,10.7,3.3,1.7,25
2019,Ontario,2016A000235,BHASE [b],Has no self-reported disability,Only job,"Contract, university professor, instructor, teacher, or researcher",7.6,10.7,7.9,3.1,29
2019,Ontario,2016A000235,BHASE [b],Has no self-reported disability,Only job,"Permanent, college professor, instructor, teacher, or researcher",12.5,19.7,2.7,6.9,42
2019,Ontario,2016A000235,BHASE [b],Has no self-reported disability,Only job,"Permanent, university professor, instructor, teacher, or researcher",6,13.2,16.2,9.4,45
2019,Ontario,2016A000235,BHASE [b],Has no self-reported disability,Only job,"Role, total",8.2,13.8,9.6,6.5,38
2019,Ontario,2016A000235,BHASE [b],Has no self-reported disability,Only job,"University professor, instructor, teacher, or researcher",6.4,12.5,13.8,7.6,40
2019,Ontario,2016A000235,BHASE [b],Indigenous identity [1],More than one job or business,"College professor, instructor, teacher, or researcher",8.2,6.2,4.3,1.2,45
2019,Ontario,2016A000235,BHASE [b],Indigenous identity [1],More than one job or business,"Contract, college professor, instructor, teacher, or researcher",6.2,7.1,2,0.6,49
2019,Ontario,2016A000235,BHASE [b],Indigenous identity [1],More than one job or business,"Contract, university professor, instructor, teacher, or researcher",4.9,5.2,0.8,0.9,35
2019,Ontario,2016A000235,BHASE [b],Indigenous identity [1],More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Ontario,2016A000235,BHASE [b],Indigenous identity [1],More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",9.3,17.1,11.5,6.6,50
2019,Ontario,2016A000235,BHASE [b],Indigenous identity [1],More than one job or business,"Role, total",7,8.7,4.7,2.5,42
2019,Ontario,2016A000235,BHASE [b],Indigenous identity [1],More than one job or business,"University professor, instructor, teacher, or researcher",6.5,9.7,4.8,3.1,41
2019,Ontario,2016A000235,BHASE [b],Indigenous identity [1],Only job,"College professor, instructor, teacher, or researcher",12.4,16,1.5,3.8,34
2019,Ontario,2016A000235,BHASE [b],Indigenous identity [1],Only job,"Contract, college professor, instructor, teacher, or researcher",15.7,3.1,0,0,18.8
2019,Ontario,2016A000235,BHASE [b],Indigenous identity [1],Only job,"Contract, university professor, instructor, teacher, or researcher",22,9.3,5.1,4.4,41
2019,Ontario,2016A000235,BHASE [b],Indigenous identity [1],Only job,"Permanent, college professor, instructor, teacher, or researcher",10.5,24,2.4,6,43
2019,Ontario,2016A000235,BHASE [b],Indigenous identity [1],Only job,"Permanent, university professor, instructor, teacher, or researcher",3.5,7.9,14.3,14.5,40
2019,Ontario,2016A000235,BHASE [b],Indigenous identity [1],Only job,"Role, total",10.3,11.8,7.1,8.2,37
2019,Ontario,2016A000235,BHASE [b],Indigenous identity [1],Only job,"University professor, instructor, teacher, or researcher",8.4,8.3,11.9,11.8,40
2019,Ontario,2016A000235,BHASE [b],"Indigenous identity, total",More than one job or business,"College professor, instructor, teacher, or researcher",8.4,8.4,1.1,2.3,42
2019,Ontario,2016A000235,BHASE [b],"Indigenous identity, total",More than one job or business,"Contract, college professor, instructor, teacher, or researcher",7.5,6.9,0.9,1.2,41
2019,Ontario,2016A000235,BHASE [b],"Indigenous identity, total",More than one job or business,"Contract, university professor, instructor, teacher, or researcher",4.9,6.1,3.4,1.3,41
2019,Ontario,2016A000235,BHASE [b],"Indigenous identity, total",More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",11.1,13.4,1.8,5.6,45
2019,Ontario,2016A000235,BHASE [b],"Indigenous identity, total",More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",3.4,6.9,8.8,6.1,46
2019,Ontario,2016A000235,BHASE [b],"Indigenous identity, total",More than one job or business,"Role, total",6.3,7.4,3.4,2.7,42
2019,Ontario,2016A000235,BHASE [b],"Indigenous identity, total",More than one job or business,"University professor, instructor, teacher, or researcher",4.4,6.4,5.5,3.1,43
2019,Ontario,2016A000235,BHASE [b],"Indigenous identity, total",Only job,"College professor, instructor, teacher, or researcher",11,16.2,3,4.7,35
2019,Ontario,2016A000235,BHASE [b],"Indigenous identity, total",Only job,"Contract, college professor, instructor, teacher, or researcher",9.2,11,3.4,1.8,25
2019,Ontario,2016A000235,BHASE [b],"Indigenous identity, total",Only job,"Contract, university professor, instructor, teacher, or researcher",7.9,11,7.7,3.2,30
2019,Ontario,2016A000235,BHASE [b],"Indigenous identity, total",Only job,"Permanent, college professor, instructor, teacher, or researcher",12.4,20,2.7,6.7,42
2019,Ontario,2016A000235,BHASE [b],"Indigenous identity, total",Only job,"Permanent, university professor, instructor, teacher, or researcher",5.9,13.1,16.2,9.3,45
2019,Ontario,2016A000235,BHASE [b],"Indigenous identity, total",Only job,"Role, total",8.2,13.9,9.6,6.5,38
2019,Ontario,2016A000235,BHASE [b],"Indigenous identity, total",Only job,"University professor, instructor, teacher, or researcher",6.5,12.5,13.8,7.6,40
2019,Ontario,2016A000235,BHASE [b],Male gender [M],More than one job or business,"College professor, instructor, teacher, or researcher",9.5,8.1,1.2,2.3,43
2019,Ontario,2016A000235,BHASE [b],Male gender [M],More than one job or business,"Contract, college professor, instructor, teacher, or researcher",8.4,6,1.1,1.6,42
2019,Ontario,2016A000235,BHASE [b],Male gender [M],More than one job or business,"Contract, university professor, instructor, teacher, or researcher",5.3,6.4,2.7,1.7,45
2019,Ontario,2016A000235,BHASE [b],Male gender [M],More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",12.5,14.2,1.5,4.3,48
2019,Ontario,2016A000235,BHASE [b],Male gender [M],More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",3.7,9.2,11.3,5,47
2019,Ontario,2016A000235,BHASE [b],Male gender [M],More than one job or business,"Role, total",6.9,7.7,3.7,2.6,45
2019,Ontario,2016A000235,BHASE [b],Male gender [M],More than one job or business,"University professor, instructor, teacher, or researcher",4.7,7.4,5.8,2.9,46
2019,Ontario,2016A000235,BHASE [b],Male gender [M],Only job,"College professor, instructor, teacher, or researcher",12,15.1,2.4,3.9,33
2019,Ontario,2016A000235,BHASE [b],Male gender [M],Only job,"Contract, college professor, instructor, teacher, or researcher",9.2,9.1,2.5,1,22
2019,Ontario,2016A000235,BHASE [b],Male gender [M],Only job,"Contract, university professor, instructor, teacher, or researcher",8.5,9.5,7.9,4.2,30
2019,Ontario,2016A000235,BHASE [b],Male gender [M],Only job,"Permanent, college professor, instructor, teacher, or researcher",13.8,19.1,2.3,5.8,41
2019,Ontario,2016A000235,BHASE [b],Male gender [M],Only job,"Permanent, university professor, instructor, teacher, or researcher",6,11.6,16.5,9.4,43
2019,Ontario,2016A000235,BHASE [b],Male gender [M],Only job,"Role, total",8.8,12.6,9.5,6.4,37
2019,Ontario,2016A000235,BHASE [b],Male gender [M],Only job,"University professor, instructor, teacher, or researcher",6.7,11,14.1,8,40
2019,Ontario,2016A000235,BHASE [b],Non-Indigenous identity [2],More than one job or business,"College professor, instructor, teacher, or researcher",8.4,8.5,1.1,2.3,42
2019,Ontario,2016A000235,BHASE [b],Non-Indigenous identity [2],More than one job or business,"Contract, college professor, instructor, teacher, or researcher",7.5,6.9,0.9,1.2,41
2019,Ontario,2016A000235,BHASE [b],Non-Indigenous identity [2],More than one job or business,"Contract, university professor, instructor, teacher, or researcher",4.9,6.1,3.6,1.3,41
2019,Ontario,2016A000235,BHASE [b],Non-Indigenous identity [2],More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",11.1,13.6,1.6,5.6,46
